longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-121.86,39.78,12.0,7653.0,1578.0,3628.0,1494.0,3.0905,117800.0
-118.23,33.96,39.0,405.0,163.0,686.0,164.0,1.695,94800.0
-118.12,34.14,52.0,2337.0,352.0,981.0,328.0,5.8692,490400.0
-118.93,34.36,33.0,1775.0,309.0,1071.0,296.0,4.6607,187900.0
-121.01,37.62,35.0,568.0,150.0,622.0,145.0,1.8167,79500.0
-118.26,34.06,40.0,637.0,273.0,1150.0,263.0,1.8625,131300.0
-122.56,37.91,52.0,1972.0,327.0,755.0,345.0,7.1924,500001.0
-122.2,37.78,52.0,2300.0,443.0,1225.0,423.0,3.5398,158400.0
-117.95,33.82,35.0,1068.0,190.0,514.0,174.0,4.0735,208700.0
-117.1,32.58,27.0,2616.0,591.0,1889.0,577.0,2.3824,127600.0
-119.19,36.34,33.0,2199.0,403.0,1245.0,394.0,2.73,96900.0
-122.63,38.96,17.0,1708.0,459.0,633.0,312.0,1.75,64000.0
-118.14,34.69,35.0,2118.0,374.0,1108.0,360.0,3.4327,100300.0
-118.28,34.11,52.0,2036.0,348.0,775.0,332.0,5.4122,397500.0
-118.94,34.17,15.0,1679.0,271.0,928.0,264.0,5.5681,235600.0
-118.83,34.23,6.0,8803.0,1114.0,3385.0,1010.0,8.7288,425800.0
-118.2,33.78,48.0,1766.0,497.0,1908.0,466.0,1.9872,168800.0
-118.45,34.21,30.0,2331.0,733.0,2172.0,707.0,2.1888,195600.0
-118.2,33.96,44.0,3114.0,779.0,2959.0,776.0,3.1875,171700.0
-119.74,36.76,36.0,912.0,216.0,842.0,219.0,1.4766,52800.0
-118.85,35.2,17.0,2783.0,678.0,2566.0,641.0,1.9907,51200.0
-119.68,34.43,33.0,1961.0,462.0,1693.0,445.0,2.9896,236000.0
-121.29,37.96,50.0,1669.0,558.0,1340.0,484.0,1.3191,92300.0
-122.06,37.88,34.0,4781.0,703.0,1879.0,714.0,6.5378,340900.0
-117.14,32.75,37.0,1832.0,525.0,955.0,488.0,2.7852,129200.0
-117.75,33.95,13.0,984.0,127.0,364.0,119.0,7.5839,426900.0
-122.04,37.37,23.0,5135.0,911.0,2351.0,863.0,5.2319,430100.0
-118.25,34.05,8.0,3105.0,1256.0,1086.0,997.0,0.8131,275000.0
-118.19,33.93,44.0,1613.0,345.0,1227.0,342.0,3.1667,145700.0
-122.01,38.36,28.0,1967.0,315.0,734.0,291.0,4.9583,146200.0
-118.31,33.98,52.0,1975.0,379.0,1043.0,371.0,2.3977,112200.0
-119.68,34.43,49.0,1785.0,386.0,1267.0,380.0,3.5208,251200.0
-121.57,39.1,28.0,1442.0,333.0,832.0,286.0,1.8413,62300.0
-118.77,34.24,6.0,16222.0,2309.0,6700.0,2080.0,6.4963,308100.0
-122.79,38.5,18.0,4839.0,918.0,2755.0,841.0,3.75,248300.0
-118.55,34.28,16.0,8879.0,,3468.0,1200.0,8.1125,428600.0
-118.42,34.06,44.0,533.0,90.0,291.0,97.0,10.8045,500001.0
-118.06,33.73,16.0,4392.0,602.0,1490.0,578.0,10.5424,500001.0
-120.46,38.09,16.0,3758.0,715.0,1777.0,615.0,3.0,122600.0
-120.37,34.9,17.0,2649.0,386.0,1057.0,362.0,4.7813,326800.0
-117.08,32.8,25.0,2963.0,552.0,1162.0,556.0,3.625,184500.0
-121.34,38.65,27.0,1595.0,246.0,610.0,253.0,4.6,199000.0
-118.5,34.03,52.0,1711.0,245.0,671.0,242.0,7.7572,500001.0
-117.16,32.78,24.0,3566.0,765.0,1697.0,722.0,3.6375,178600.0
-120.47,34.7,24.0,2387.0,385.0,1051.0,382.0,4.4595,152700.0
-117.12,32.96,15.0,2869.0,405.0,1526.0,402.0,6.0175,238300.0
-121.75,38.55,26.0,4802.0,950.0,2199.0,939.0,3.7452,227700.0
-118.93,36.1,19.0,2988.0,681.0,1654.0,576.0,2.3792,90000.0
-118.51,34.28,29.0,4239.0,653.0,1890.0,631.0,6.3911,301700.0
-120.91,38.98,13.0,7689.0,1415.0,3264.0,1198.0,3.653,146800.0
