longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-122.4,37.81,12.0,1349.0,349.0,536.0,334.0,7.7852,250000.0
-121.45,38.51,29.0,4221.0,901.0,2294.0,850.0,2.2245,75900.0
-119.56,36.53,19.0,2746.0,495.0,1670.0,518.0,3.2019,95700.0
-117.83,33.89,25.0,1737.0,270.0,840.0,265.0,4.625,245700.0
-117.62,34.11,31.0,2561.0,414.0,1204.0,435.0,4.4637,192800.0
-117.78,34.07,18.0,3610.0,772.0,2899.0,765.0,3.9784,113500.0
-117.12,32.95,8.0,3670.0,536.0,1723.0,592.0,6.3542,218100.0
-117.23,32.79,28.0,2453.0,648.0,1082.0,617.0,3.625,266700.0
-118.45,34.04,22.0,3319.0,1045.0,1848.0,940.0,3.6673,283300.0
-117.04,32.79,23.0,2491.0,350.0,863.0,348.0,6.7196,306800.0
-119.99,38.88,17.0,2807.0,529.0,675.0,251.0,2.7457,107800.0
-118.42,33.99,35.0,1724.0,419.0,1079.0,394.0,4.5521,263800.0
-118.25,34.06,52.0,174.0,66.0,249.0,57.0,1.7763,312500.0
-118.15,33.92,30.0,915.0,234.0,646.0,211.0,2.5208,182800.0
-122.25,37.83,52.0,4190.0,1105.0,1786.0,1037.0,3.0897,234100.0
-121.2,38.36,14.0,2634.0,463.0,1402.0,432.0,3.8897,175700.0
-121.32,38.67,21.0,3455.0,706.0,1605.0,704.0,3.1382,91600.0
-120.08,34.59,24.0,1874.0,319.0,820.0,315.0,5.1909,390200.0
-118.26,33.97,52.0,1331.0,346.0,1144.0,362.0,1.5326,90600.0
-117.17,32.81,33.0,3064.0,506.0,1355.0,488.0,4.22,178700.0
-117.88,33.85,22.0,1105.0,241.0,971.0,249.0,3.1667,113900.0
-118.1,33.9,37.0,796.0,175.0,740.0,183.0,3.6,156400.0
-122.59,38.04,25.0,3412.0,455.0,1238.0,406.0,8.3646,397300.0
-117.04,32.58,14.0,2355.0,406.0,1883.0,401.0,5.0311,152100.0
-118.35,33.98,33.0,1884.0,477.0,1518.0,449.0,3.1194,152800.0
-121.27,37.97,39.0,1023.0,243.0,550.0,224.0,1.1141,54400.0
-117.92,34.06,34.0,2819.0,609.0,1718.0,558.0,3.5547,197600.0
-119.44,36.6,5.0,2353.0,608.0,2505.0,573.0,2.2863,69200.0
-121.43,37.76,7.0,2125.0,508.0,1358.0,464.0,3.6312,147600.0
-118.29,33.88,36.0,1751.0,438.0,1175.0,419.0,3.0739,218600.0
-119.27,35.49,39.0,2649.0,572.0,1815.0,547.0,2.3533,65400.0
-119.44,38.53,20.0,1963.0,434.0,682.0,273.0,1.5817,97800.0
-118.38,33.95,35.0,3259.0,967.0,2003.0,920.0,3.2708,400000.0
-117.29,33.04,30.0,2750.0,555.0,1281.0,520.0,4.7333,286900.0
-117.68,33.59,12.0,3473.0,466.0,1569.0,450.0,8.8636,314000.0
-119.79,36.79,33.0,3433.0,785.0,1806.0,783.0,1.9386,67500.0
-120.68,35.14,34.0,3100.0,617.0,1155.0,542.0,3.0938,245900.0
-118.56,34.21,36.0,1286.0,242.0,788.0,248.0,3.5333,196800.0
-124.01,40.97,21.0,1513.0,319.0,943.0,301.0,3.5380000000000003,102700.0
-122.03,36.96,32.0,2182.0,406.0,1122.0,370.0,3.52,284200.0
-118.09,34.74,34.0,1218.0,285.0,797.0,248.0,2.4348,104800.0
-120.3,38.04,6.0,1281.0,245.0,422.0,160.0,3.2875,111300.0
-117.27,33.19,8.0,973.0,289.0,663.0,209.0,2.7239999999999998,139300.0
-115.57,32.78,15.0,1413.0,279.0,803.0,277.0,4.3021,87500.0
-117.09,32.8,36.0,2163.0,367.0,915.0,360.0,4.7188,174100.0
-122.69,38.34,23.0,2846.0,516.0,1526.0,492.0,3.733,163500.0
-117.74,34.04,27.0,2215.0,440.0,1987.0,449.0,3.0429,129600.0
-118.07,33.86,17.0,3666.0,562.0,2104.0,579.0,5.6818,338900.0
-118.29,33.98,44.0,2261.0,555.0,1348.0,455.0,1.9125,97200.0
-117.22,33.22,16.0,2134.0,643.0,1555.0,560.0,1.7217,175000.0
