longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-117.14,32.8,41.0,2423.0,469.0,1813.0,466.0,2.1157,156900.0
-118.43,33.87,41.0,847.0,173.0,344.0,170.0,6.822,500001.0
-118.02,33.78,28.0,3375.0,559.0,1754.0,554.0,5.5446,228900.0
-118.13,34.69,34.0,2156.0,397.0,1269.0,388.0,2.75,96800.0
-116.97,32.78,26.0,8902.0,1413.0,3941.0,1387.0,4.7943,226900.0
-118.41,34.03,20.0,4374.0,1311.0,2165.0,1185.0,3.6019,463600.0
-122.06,40.55,17.0,3057.0,577.0,1497.0,556.0,3.5189,101000.0
-122.79,39.08,23.0,952.0,200.0,321.0,128.0,1.5208,89000.0
-118.43,34.25,38.0,921.0,239.0,1023.0,241.0,3.4514,151900.0
-117.66,34.09,23.0,1426.0,313.0,954.0,319.0,3.0357,151500.0
-117.94,33.9,27.0,2029.0,242.0,711.0,254.0,9.7956,500001.0
-122.18,37.91,31.0,7200.0,876.0,2428.0,843.0,10.9405,500001.0
-118.7,34.28,27.0,727.0,136.0,467.0,144.0,3.7188,250000.0
-121.06,37.7,7.0,9374.0,1847.0,4827.0,1722.0,3.4619999999999997,151900.0
-121.29,38.89,10.0,653.0,120.0,407.0,146.0,3.3889,110800.0
-120.45,34.65,27.0,2215.0,578.0,1544.0,527.0,1.9257,135300.0
-118.19,33.89,31.0,886.0,224.0,1154.0,247.0,2.1071,99500.0
-117.91,33.65,24.0,885.0,321.0,590.0,254.0,2.625,217900.0
-119.61,36.57,42.0,2242.0,521.0,1359.0,483.0,1.5833,65100.0
-117.61,34.14,14.0,15809.0,2485.0,7363.0,2410.0,5.5198,245600.0
-120.69,35.62,43.0,3044.0,652.0,1456.0,608.0,2.4567,140000.0
-118.35,34.08,52.0,1003.0,200.0,514.0,204.0,3.8472,395700.0
-117.99,33.67,12.0,2228.0,479.0,1122.0,488.0,4.0385,350000.0
-118.18,33.82,43.0,284.0,65.0,167.0,68.0,4.25,207500.0
-121.84,36.62,26.0,32.0,8.0,27.0,10.0,2.225,150000.0
-118.37,34.05,41.0,2369.0,544.0,1252.0,522.0,2.9883,296100.0
-122.0,37.4,17.0,4324.0,854.0,1656.0,885.0,3.6619,232400.0
-117.35,34.04,14.0,2991.0,522.0,1729.0,537.0,3.5139,146800.0
-121.81,38.49,18.0,4518.0,827.0,2230.0,715.0,3.9309,178500.0
-121.81,37.3,15.0,1929.0,345.0,1683.0,347.0,5.5248,235600.0
-118.3,34.02,49.0,2120.0,483.0,1522.0,416.0,1.85,116800.0
-118.21,33.91,37.0,1073.0,265.0,1197.0,250.0,2.7109,133000.0
-121.0,37.71,52.0,102.0,23.0,35.0,33.0,2.25,175000.0
-119.46,35.86,22.0,1750.0,374.0,1113.0,338.0,1.505,42700.0
-117.17,32.73,52.0,1578.0,487.0,879.0,446.0,2.4069,215000.0
-119.26,34.27,40.0,2528.0,572.0,1318.0,549.0,3.6413,212700.0
-117.19,34.08,22.0,2467.0,555.0,1567.0,494.0,2.6536,84700.0
-122.24,37.76,52.0,1846.0,471.0,827.0,446.0,2.6833,240900.0
-121.62,39.77,23.0,1759.0,366.0,788.0,359.0,1.8125,93500.0
-117.07,32.78,26.0,3725.0,623.0,1516.0,627.0,4.7143,268300.0
-122.51,37.53,17.0,1574.0,262.0,672.0,241.0,7.2929,355800.0
-120.55,36.97,42.0,1766.0,344.0,1084.0,323.0,2.3295,74400.0
-121.44,38.64,18.0,1756.0,442.0,837.0,320.0,1.125,70500.0
-118.5,34.03,44.0,2146.0,394.0,851.0,355.0,6.48,500001.0
-124.07,40.87,47.0,1765.0,326.0,796.0,333.0,2.2138,99200.0
-118.45,33.99,33.0,3125.0,785.0,1720.0,713.0,2.9722,325000.0
-122.66,38.2,39.0,2889.0,517.0,1351.0,489.0,4.3056,251300.0
-119.72,34.42,37.0,1635.0,427.0,1027.0,408.0,3.5905,264700.0
-117.67,34.04,16.0,3260.0,501.0,1973.0,535.0,4.6563,162000.0
-118.99,36.06,19.0,2153.0,458.0,1317.0,386.0,1.7564,42600.0
