longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-122.14,37.43,52.0,1383.0,227.0,551.0,249.0,6.5829,500001.0
-118.02,34.04,28.0,6175.0,1449.0,5041.0,1408.0,2.8821,158100.0
-118.27,33.96,38.0,1126.0,270.0,999.0,265.0,0.5495,91700.0
-117.85,34.13,31.0,1959.0,318.0,1021.0,303.0,4.3145,233000.0
-117.96,33.86,32.0,2366.0,505.0,1283.0,477.0,3.3516,190000.0
-120.46,34.66,5.0,2904.0,702.0,1302.0,618.0,3.0081,135200.0
-118.07,33.73,13.0,1822.0,313.0,643.0,303.0,9.8346,401700.0
-118.34,34.19,43.0,1029.0,252.0,613.0,255.0,2.6827,219900.0
-122.7,38.45,39.0,2015.0,335.0,640.0,315.0,4.1734,240500.0
-117.17,32.78,17.0,3845.0,1051.0,3102.0,944.0,2.3658,164100.0
-119.79,34.4,20.0,3104.0,415.0,1061.0,380.0,9.6885,500001.0
-116.96,33.62,8.0,1003.0,167.0,388.0,140.0,4.2917,221900.0
-118.36,33.87,17.0,1082.0,291.0,598.0,281.0,3.9868,281900.0
-122.75,38.54,6.0,6719.0,1016.0,2699.0,997.0,5.4886,254200.0
-116.97,32.83,23.0,149.0,32.0,101.0,34.0,2.6458,112500.0
-122.42,37.8,52.0,1777.0,486.0,932.0,427.0,3.3643,420000.0
-116.53,33.84,28.0,8399.0,1839.0,3470.0,1340.0,2.5885,159000.0
-119.12,35.85,37.0,736.0,166.0,564.0,138.0,2.4167,58300.0
-118.42,33.96,44.0,1282.0,216.0,494.0,209.0,5.617999999999999,365900.0
-122.08,37.35,33.0,2398.0,317.0,832.0,314.0,10.3591,500001.0
-118.96,36.49,24.0,1268.0,269.0,636.0,183.0,1.742,118800.0
-121.23,40.29,21.0,3229.0,667.0,1501.0,582.0,2.1524,77100.0
-117.88,33.66,26.0,6017.0,1244.0,2673.0,1135.0,3.5426,295400.0
-121.93,37.28,34.0,2422.0,370.0,1010.0,395.0,5.6494,376200.0
-117.23,32.75,23.0,2415.0,653.0,1275.0,596.0,3.1389,101800.0
-122.06,37.63,23.0,1939.0,356.0,841.0,364.0,3.3611,169200.0
-118.38,34.18,24.0,1983.0,651.0,2251.0,574.0,2.4792,200000.0
-117.92,33.65,15.0,1309.0,477.0,1330.0,424.0,3.4417,182500.0
-122.25,38.03,15.0,3338.0,532.0,1834.0,520.0,5.6293,197600.0
-124.05,40.94,14.0,1452.0,217.0,516.0,181.0,5.0329,165600.0
-123.01,38.67,33.0,914.0,147.0,394.0,132.0,4.6875,246200.0
-122.4,37.68,36.0,3595.0,815.0,1649.0,755.0,3.3816,253400.0
-117.64,33.48,12.0,2007.0,397.0,1033.0,373.0,5.6754,275900.0
-121.85,37.68,4.0,4719.0,741.0,1895.0,742.0,6.8132,282500.0
-117.95,33.68,19.0,1028.0,191.0,340.0,159.0,3.6364,252800.0
-118.3,34.06,47.0,1390.0,872.0,2860.0,827.0,1.4680000000000002,137500.0
-119.69,36.69,36.0,1432.0,269.0,836.0,237.0,2.1563,88300.0
-120.87,37.62,30.0,455.0,70.0,220.0,69.0,4.8958,142500.0
-118.43,34.2,20.0,4090.0,1271.0,2824.0,1053.0,2.773,140500.0
-117.84,35.35,28.0,1913.0,486.0,858.0,371.0,1.9962,50800.0
-119.04,35.31,11.0,2161.0,371.0,1267.0,388.0,4.1957,92700.0
-116.16,33.68,12.0,1230.0,277.0,1334.0,260.0,2.2679,61400.0
-117.9,33.92,27.0,698.0,116.0,391.0,126.0,5.9177,267600.0
-118.15,34.16,20.0,2410.0,632.0,2135.0,578.0,1.6887,148600.0
-122.47,37.72,49.0,1690.0,307.0,770.0,294.0,4.5913,259700.0
-119.34,36.22,38.0,2708.0,460.0,1260.0,455.0,3.0905,78200.0
-122.3,38.3,21.0,1108.0,269.0,524.0,274.0,2.7619,154600.0
-118.4,34.22,43.0,1220.0,222.0,729.0,230.0,3.6442,186300.0
-122.13,37.7,43.0,3046.0,557.0,1333.0,544.0,3.4583,183700.0
-117.76,34.07,51.0,1538.0,394.0,1173.0,388.0,2.3156,109800.0
