longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-118.89,34.29,28.0,1545.0,371.0,1334.0,318.0,3.4375,194100.0
-117.43,33.55,8.0,446.0,62.0,188.0,68.0,9.4356,465600.0
-120.86,37.4,17.0,3511.0,636.0,1904.0,617.0,3.1111,113900.0
-121.88,37.32,40.0,1331.0,374.0,1276.0,389.0,2.7546,172500.0
-118.61,34.31,4.0,1949.0,458.0,868.0,398.0,5.0151,285200.0
-117.69,33.6,17.0,2150.0,361.0,1194.0,335.0,5.4622,227000.0
-122.19,37.73,44.0,1066.0,253.0,825.0,244.0,2.1538,79700.0
-117.87,34.09,31.0,1484.0,327.0,927.0,317.0,3.6484,189600.0
-118.25,34.0,36.0,1033.0,267.0,1112.0,229.0,1.7237,105800.0
-122.23,37.45,34.0,4177.0,723.0,1586.0,660.0,5.0457,395100.0
-118.33,34.02,46.0,1528.0,391.0,933.0,366.0,2.1979,125700.0
-116.52,33.81,12.0,12396.0,2552.0,2548.0,1265.0,3.4394,162200.0
-117.87,34.1,25.0,2208.0,477.0,1084.0,424.0,3.775,191700.0
-117.27,33.03,16.0,2240.0,443.0,1104.0,416.0,3.5313,148700.0
-123.04,38.49,30.0,3977.0,930.0,1387.0,582.0,2.6161,132500.0
-117.08,33.12,33.0,674.0,208.0,565.0,188.0,1.875,114300.0
-122.51,38.06,24.0,9493.0,1935.0,5162.0,1880.0,3.0742,118800.0
-122.29,37.85,52.0,477.0,119.0,218.0,106.0,2.5682,120000.0
-117.62,34.03,15.0,3942.0,661.0,2240.0,621.0,4.8311,176000.0
-120.93,39.17,13.0,2331.0,464.0,1110.0,419.0,3.6563,164900.0
-118.08,33.93,39.0,859.0,164.0,673.0,172.0,3.7143,158200.0
-117.12,32.76,26.0,1221.0,331.0,620.0,296.0,2.4821,123600.0
-121.44,38.57,52.0,3080.0,545.0,975.0,495.0,3.7760000000000002,164500.0
-117.08,33.03,18.0,1339.0,284.0,761.0,290.0,5.3074,137200.0
-119.81,36.78,37.0,1965.0,364.0,796.0,335.0,3.625,83400.0
-118.2,34.05,40.0,1082.0,318.0,1085.0,273.0,1.7054,117200.0
-117.26,33.04,16.0,3109.0,450.0,1433.0,453.0,6.6319,269600.0
-117.86,34.09,29.0,3855.0,585.0,2205.0,609.0,5.5496,218200.0
-117.17,34.51,15.0,5151.0,942.0,2896.0,897.0,3.4875,90800.0
-118.3,34.09,40.0,3058.0,1215.0,3953.0,1223.0,1.8156,218800.0
-117.04,32.8,11.0,1802.0,440.0,630.0,428.0,2.0337,146700.0
-118.42,34.23,33.0,2478.0,457.0,1567.0,446.0,5.6629,186700.0
-118.27,33.93,36.0,1467.0,369.0,1247.0,347.0,1.8191,92700.0
-117.46,33.94,35.0,1566.0,294.0,1056.0,279.0,3.5227,105400.0
-120.93,37.66,10.0,7566.0,1348.0,3227.0,1199.0,4.744,148100.0
-121.07,38.9,52.0,1280.0,281.0,523.0,266.0,1.7375,122200.0
-121.01,37.64,33.0,693.0,207.0,598.0,192.0,1.0217,81300.0
-117.69,33.48,25.0,3240.0,481.0,1462.0,497.0,6.1815,288500.0
-122.48,37.76,52.0,1845.0,336.0,1015.0,337.0,4.1397,331300.0
-121.34,38.59,22.0,3273.0,480.0,1151.0,463.0,8.05,380000.0
-117.62,34.02,9.0,4265.0,587.0,2280.0,589.0,5.5632,195100.0
-121.45,38.61,32.0,2436.0,612.0,1509.0,618.0,1.0424,81400.0
-121.99,39.15,17.0,6440.0,1204.0,3266.0,1142.0,2.7137,72000.0
-117.97,33.91,19.0,8096.0,1318.0,3853.0,1313.0,6.0076,269500.0
-117.0,34.89,29.0,2637.0,512.0,1188.0,446.0,2.99,69400.0
-119.61,36.56,34.0,1911.0,497.0,1886.0,481.0,1.625,53000.0
-122.28,38.32,12.0,4609.0,1005.0,2293.0,960.0,3.4543,194500.0
-117.98,33.86,26.0,1240.0,285.0,781.0,315.0,4.1287,205800.0
-116.96,32.9,16.0,3047.0,495.0,1507.0,499.0,5.3008,186500.0
-122.0,37.84,16.0,7681.0,946.0,2777.0,908.0,9.5271,500001.0
