longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-120.45,37.79,8.0,2687.0,495.0,5087.0,385.0,3.1719,115400.0
-120.66,35.2,13.0,5138.0,713.0,1838.0,645.0,5.9676,380000.0
-118.18,33.83,52.0,2569.0,484.0,1030.0,451.0,4.1301,268400.0
-117.8,33.63,8.0,32.0,9.0,26.0,11.0,4.1944,270800.0
-122.21,38.28,35.0,1273.0,210.0,555.0,181.0,4.4861,269300.0
-117.98,33.64,20.0,1851.0,495.0,792.0,363.0,3.8187,137500.0
-118.19,34.03,27.0,1346.0,340.0,1177.0,295.0,1.7995,153400.0
-117.31,34.43,16.0,5130.0,1172.0,3126.0,1046.0,1.6784,71900.0
-122.28,37.81,19.0,1207.0,243.0,721.0,207.0,1.1111,108300.0
-121.3,38.11,5.0,5979.0,1190.0,2679.0,1084.0,4.196000000000001,171700.0
-116.05,34.12,19.0,301.0,65.0,150.0,56.0,3.125,65600.0
-118.18,33.98,40.0,1698.0,431.0,1280.0,405.0,2.625,206300.0
-122.54,37.91,48.0,2924.0,489.0,1159.0,505.0,5.6302,489000.0
-118.32,33.98,49.0,1993.0,446.0,1052.0,394.0,2.2138,119800.0
-122.04,37.35,28.0,1582.0,264.0,696.0,270.0,5.678,370100.0
-122.08,37.72,32.0,2476.0,368.0,1048.0,367.0,5.6194,274700.0
-117.65,33.45,15.0,7468.0,1275.0,3033.0,1217.0,5.49,239300.0
-118.26,33.79,30.0,1291.0,230.0,835.0,215.0,5.5,181500.0
-117.7,34.09,25.0,1719.0,331.0,1098.0,324.0,3.625,121800.0
-116.2,33.63,23.0,1152.0,273.0,1077.0,235.0,2.5,96300.0
-121.17,38.68,37.0,1252.0,267.0,686.0,256.0,3.0,121900.0
-121.54,38.54,36.0,1672.0,302.0,969.0,337.0,3.0536,73100.0
-118.17,34.03,31.0,1014.0,252.0,1064.0,247.0,2.4167,125500.0
-118.57,34.09,14.0,7970.0,1142.0,2926.0,1096.0,11.2866,500001.0
-121.89,37.26,25.0,3319.0,531.0,1560.0,502.0,5.8479,263300.0
-118.27,34.16,15.0,5036.0,1299.0,3164.0,1175.0,2.9148,238700.0
-122.26,37.8,20.0,2373.0,779.0,1659.0,676.0,1.6929,115000.0
-118.29,34.03,42.0,907.0,378.0,822.0,288.0,1.2875,179200.0
-117.23,33.68,10.0,3659.0,650.0,1476.0,515.0,3.8869,125900.0
-118.3,33.81,17.0,5544.0,1068.0,3008.0,1038.0,5.322,282700.0
-121.36,37.96,32.0,614.0,95.0,227.0,107.0,3.9922,247400.0
-118.0,33.81,17.0,1530.0,404.0,883.0,344.0,2.8835,196500.0
-119.51,34.39,32.0,1921.0,394.0,951.0,334.0,3.233,346000.0
-121.95,38.65,19.0,1265.0,228.0,755.0,218.0,3.3472,69800.0
-118.28,33.94,32.0,1381.0,375.0,1268.0,354.0,1.1051,94200.0
-118.28,33.84,27.0,2326.0,533.0,1697.0,546.0,3.8633,187900.0
-119.22,34.26,16.0,2596.0,625.0,1403.0,562.0,3.4018,145200.0
-122.26,37.77,52.0,1210.0,168.0,411.0,172.0,3.3571,405400.0
-121.8,37.34,20.0,2686.0,414.0,1507.0,405.0,5.8068,263900.0
-122.05,37.37,35.0,1365.0,256.0,662.0,262.0,5.6533,291400.0
-117.16,32.75,34.0,1785.0,558.0,804.0,490.0,2.2687,200000.0
-120.79,36.06,29.0,1916.0,386.0,1019.0,314.0,2.4881,87500.0
-117.8,33.76,27.0,2655.0,345.0,1017.0,335.0,6.9014,366800.0
-117.69,33.55,4.0,1764.0,220.0,705.0,224.0,8.3275,384200.0
-117.95,33.69,26.0,1417.0,264.0,817.0,261.0,4.875,230400.0
-118.22,33.97,43.0,381.0,67.0,259.0,60.0,3.0313,166100.0
-120.7,35.32,46.0,118.0,17.0,6532.0,13.0,4.2639,350000.0
-117.01,32.8,17.0,1558.0,479.0,803.0,431.0,2.6934,160200.0
-118.22,34.05,36.0,1243.0,470.0,1668.0,444.0,1.0714,137500.0
-118.03,33.97,22.0,2185.0,623.0,1644.0,606.0,2.593,192000.0
