longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-122.12,37.68,40.0,1553.0,253.0,724.0,267.0,4.38,196400.0
-121.37,37.77,19.0,2610.0,474.0,1290.0,452.0,4.1298,222800.0
-118.21,33.91,26.0,2422.0,632.0,2601.0,583.0,1.7824,110200.0
-121.01,37.65,52.0,178.0,53.0,152.0,62.0,0.4999,82500.0
-121.15,39.0,15.0,4145.0,691.0,1872.0,680.0,4.3553,220600.0
-118.02,33.92,34.0,1478.0,251.0,956.0,277.0,5.5238,185300.0
-118.44,33.79,27.0,2141.0,260.0,635.0,240.0,11.6648,500001.0
-117.65,33.65,15.0,3485.0,519.0,1740.0,485.0,6.7543,251900.0
-121.92,36.95,29.0,3457.0,699.0,1327.0,563.0,3.6597,252300.0
-121.5,36.81,20.0,1345.0,230.0,731.0,217.0,4.2333,363300.0
-118.28,34.18,52.0,2602.0,418.0,1137.0,419.0,5.3185,358000.0
-118.38,33.95,29.0,1821.0,588.0,1397.0,523.0,2.5833,187500.0
-119.28,36.54,33.0,1470.0,330.0,1222.0,301.0,1.8163,57400.0
-122.18,37.79,39.0,617.0,95.0,236.0,106.0,5.2578,253000.0
-117.04,32.66,22.0,3362.0,630.0,1471.0,612.0,4.1442,303900.0
-121.23,37.95,32.0,2081.0,472.0,1342.0,411.0,2.7958,59000.0
-119.63,34.44,37.0,3188.0,442.0,984.0,376.0,9.4522,500001.0
-118.07,33.99,39.0,552.0,151.0,807.0,168.0,3.25,153300.0
-121.07,39.23,39.0,2099.0,433.0,929.0,423.0,1.9886,113800.0
-119.83,36.79,24.0,3505.0,819.0,2098.0,774.0,1.9575,67000.0
-122.08,37.39,44.0,1498.0,430.0,848.0,400.0,2.8438,307100.0
-117.97,33.99,23.0,3335.0,570.0,1560.0,555.0,5.7268,300300.0
-117.17,32.76,45.0,3149.0,639.0,1160.0,661.0,2.7266,354200.0
-124.14,40.67,23.0,580.0,117.0,320.0,109.0,4.2054,130600.0
-122.98,38.44,29.0,4450.0,939.0,1328.0,590.0,3.1,162100.0
-118.91,35.3,28.0,1793.0,358.0,1233.0,351.0,2.7845,82200.0
-118.3,33.96,39.0,2802.0,618.0,1524.0,529.0,2.6518,136300.0
-122.11,37.64,8.0,3592.0,849.0,1907.0,746.0,3.6708,197900.0
-115.56,32.8,15.0,1171.0,328.0,1024.0,298.0,1.3882,69400.0
-122.31,37.52,24.0,2328.0,335.0,969.0,354.0,7.7364,435800.0
-116.99,33.76,12.0,7626.0,1704.0,2823.0,1554.0,2.1722,69400.0
-122.35,40.56,12.0,3900.0,863.0,2145.0,864.0,1.9881,85200.0
-120.89,37.59,33.0,1016.0,206.0,617.0,209.0,2.151,195800.0
-118.38,34.05,35.0,3517.0,879.0,1632.0,784.0,3.0956,500001.0
-122.5,37.74,44.0,2527.0,518.0,1434.0,444.0,3.875,275700.0
-119.28,35.99,20.0,2911.0,597.0,1746.0,588.0,1.7372,51000.0
-121.91,37.34,35.0,2189.0,607.0,1193.0,562.0,2.8042,240900.0
-118.18,33.78,52.0,1180.0,381.0,1046.0,332.0,1.5603,162500.0
-122.25,37.79,45.0,1786.0,526.0,1475.0,460.0,1.7772,97500.0
-122.37,41.41,28.0,1729.0,419.0,929.0,370.0,1.27,53100.0
-117.26,32.99,16.0,2127.0,512.0,1532.0,499.0,2.7348,231300.0
-117.7,34.0,15.0,4905.0,711.0,2711.0,762.0,5.7021,193100.0
-118.53,34.2,33.0,3270.0,818.0,2118.0,763.0,3.225,205300.0
-117.14,33.23,11.0,4068.0,829.0,918.0,500.0,3.1272,281300.0
-118.25,33.89,37.0,1042.0,213.0,699.0,196.0,2.9643,103200.0
-119.8,36.7,28.0,1592.0,304.0,962.0,282.0,1.3304,51300.0
-117.95,34.14,33.0,1943.0,440.0,1526.0,353.0,3.0380000000000003,137500.0
-124.16,40.6,39.0,1322.0,283.0,642.0,292.0,2.4519,85100.0
-121.03,39.26,49.0,3739.0,759.0,1422.0,606.0,2.4283,143100.0
-117.2,32.84,32.0,2033.0,394.0,989.0,389.0,3.2583,181400.0
