longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-119.74,34.35,34.0,1664.0,292.0,705.0,257.0,5.0,329400.0
-117.87,33.74,52.0,2411.0,526.0,2165.0,521.0,3.415,172500.0
-117.97,34.06,34.0,3580.0,684.0,2786.0,636.0,4.0469,166800.0
-122.08,37.71,38.0,1663.0,295.0,781.0,301.0,5.0519,227000.0
-122.33,37.97,45.0,1982.0,376.0,1179.0,398.0,3.5463,130800.0
-117.95,33.78,9.0,3553.0,1035.0,2017.0,986.0,2.9726,133800.0
-117.99,33.82,33.0,2342.0,475.0,1367.0,509.0,4.1167,215500.0
-117.96,34.0,34.0,2777.0,540.0,1954.0,522.0,4.5163,183800.0
-122.09,37.41,8.0,1480.0,414.0,856.0,445.0,2.8203,284100.0
-122.18,37.76,49.0,2308.0,452.0,1299.0,451.0,1.8407,96700.0
-121.42,38.51,21.0,3249.0,666.0,2611.0,663.0,1.9423,87800.0
-116.62,32.86,18.0,4115.0,847.0,2032.0,745.0,4.0159,169100.0
-121.27,37.95,43.0,557.0,165.0,573.0,144.0,1.7212,59000.0
-122.19,39.91,39.0,2467.0,529.0,1433.0,502.0,1.8571,53500.0
-121.35,38.62,28.0,4175.0,796.0,2032.0,830.0,3.4299,164000.0
-119.12,36.69,13.0,3963.0,812.0,1905.0,671.0,2.2278,90500.0
-117.56,33.86,25.0,6964.0,1066.0,3240.0,1036.0,5.2898,177100.0
-119.67,34.42,37.0,1673.0,444.0,1477.0,446.0,2.0643,246700.0
-122.22,38.07,4.0,15654.0,2394.0,7025.0,2168.0,5.8171,225200.0
-118.35,33.85,35.0,1248.0,206.0,551.0,185.0,5.6426,348200.0
-118.21,33.94,34.0,892.0,318.0,1443.0,341.0,2.1903,162500.0
-117.29,34.17,35.0,4174.0,847.0,2127.0,778.0,3.2232,88300.0
-118.07,34.11,47.0,832.0,194.0,419.0,156.0,3.1576,225000.0
-120.07,39.24,20.0,3729.0,614.0,365.0,152.0,4.962,169500.0
-118.31,34.06,14.0,1559.0,646.0,1639.0,567.0,1.9949,380000.0
-117.12,32.8,31.0,1727.0,342.0,879.0,345.0,3.8125,166300.0
-117.39,33.95,35.0,1599.0,284.0,721.0,287.0,4.125,120700.0
-117.05,33.1,13.0,5516.0,746.0,2119.0,662.0,6.1868,320200.0
-118.25,34.09,52.0,104.0,20.0,32.0,17.0,3.75,241700.0
-118.37,33.9,35.0,1651.0,269.0,707.0,252.0,5.6482,294800.0
-117.13,32.94,15.0,4846.0,825.0,2797.0,823.0,4.9375,180400.0
-118.06,34.1,38.0,3229.0,636.0,1599.0,609.0,3.8646,257100.0
-117.09,32.63,33.0,620.0,161.0,420.0,164.0,1.8417,150000.0
-118.07,33.82,27.0,3481.0,576.0,1660.0,560.0,5.7965,228200.0
-121.64,36.67,28.0,256.0,66.0,214.0,60.0,3.0197,137500.0
-117.03,32.97,16.0,3936.0,694.0,1935.0,659.0,4.5625,231200.0
-121.34,38.03,12.0,2707.0,433.0,1200.0,380.0,4.9861,133500.0
-118.45,34.03,39.0,1657.0,402.0,931.0,363.0,3.7813,336300.0
-121.36,38.03,14.0,2356.0,438.0,1378.0,481.0,3.7375,138800.0
-117.03,32.6,26.0,1335.0,224.0,742.0,215.0,5.152,143400.0
-122.64,38.24,52.0,1621.0,393.0,635.0,349.0,2.5202,244000.0
-117.64,34.06,50.0,637.0,143.0,590.0,147.0,1.9659,85700.0
-117.62,34.02,16.0,2040.0,325.0,1207.0,324.0,5.0431,164100.0
-119.86,36.45,19.0,2439.0,462.0,1416.0,469.0,2.4474,75600.0
-122.82,38.39,32.0,1437.0,257.0,752.0,245.0,4.7422,240900.0
-118.26,34.14,6.0,1727.0,506.0,1200.0,439.0,4.1083,210700.0
-119.78,36.75,43.0,2070.0,512.0,1925.0,444.0,1.4635,46600.0
-119.02,37.64,14.0,5919.0,1278.0,265.0,112.0,3.2431,221400.0
-118.23,34.21,38.0,1399.0,390.0,859.0,386.0,3.4148,234800.0
-122.02,36.98,44.0,1153.0,238.0,657.0,219.0,3.2368,212500.0
