longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-121.88,38.0,16.0,2605.0,440.0,1352.0,408.0,4.1947,140300.0
-121.35,38.68,18.0,7923.0,1558.0,3789.0,1473.0,3.5403,98600.0
-117.11,32.73,34.0,1096.0,221.0,574.0,223.0,3.8355,126700.0
-121.83,37.23,22.0,5507.0,841.0,2785.0,848.0,6.0889,245200.0
-122.01,37.37,11.0,2559.0,694.0,1309.0,668.0,4.1847,167300.0
-119.51,37.32,14.0,362.0,78.0,88.0,39.0,3.5893,214300.0
-118.99,35.39,39.0,2228.0,542.0,1516.0,435.0,1.6009,48800.0
-118.36,33.97,18.0,1284.0,283.0,990.0,289.0,4.0179,195800.0
-117.97,34.17,35.0,5005.0,848.0,2112.0,813.0,4.9968,295000.0
-119.27,34.45,15.0,1659.0,274.0,679.0,253.0,5.0,357900.0
-117.11,32.71,29.0,1040.0,291.0,1054.0,297.0,1.1818,83200.0
-122.27,37.86,52.0,1769.0,372.0,849.0,365.0,2.6914,218800.0
-118.18,33.79,42.0,1571.0,435.0,1631.0,417.0,1.6384,128000.0
-118.11,33.82,36.0,1999.0,390.0,887.0,379.0,3.8162,221900.0
-121.67,37.99,22.0,1046.0,195.0,527.0,164.0,4.375,213500.0
-118.33,34.03,46.0,2312.0,625.0,1552.0,603.0,1.6429,125000.0
-118.38,34.15,36.0,2933.0,619.0,1115.0,579.0,4.3036,365900.0
-117.33,34.08,37.0,2267.0,405.0,1175.0,403.0,3.75,95200.0
-118.36,33.93,44.0,520.0,116.0,392.0,106.0,3.0132,202500.0
-121.21,37.8,44.0,300.0,72.0,160.0,73.0,2.1786,120800.0
-122.65,41.72,15.0,3643.0,801.0,1784.0,743.0,1.8533,57500.0
-118.11,33.86,35.0,1255.0,252.0,685.0,279.0,4.2,226900.0
-119.43,36.55,27.0,1621.0,323.0,882.0,324.0,2.75,93500.0
-118.43,34.06,31.0,1317.0,284.0,523.0,274.0,7.4219,500001.0
-122.87,38.61,23.0,2676.0,521.0,1456.0,500.0,3.7361,173700.0
-122.89,39.11,10.0,1588.0,333.0,585.0,254.0,2.2551,71100.0
-122.27,37.8,39.0,1715.0,623.0,1327.0,467.0,1.8477,179200.0
-118.9,34.3,13.0,5591.0,1013.0,3188.0,971.0,5.5925,208600.0
-119.71,34.43,47.0,1572.0,417.0,790.0,384.0,2.6429,279200.0
-122.02,37.6,32.0,1295.0,280.0,1156.0,300.0,3.5,154300.0
-118.14,33.97,36.0,1407.0,385.0,1763.0,350.0,2.6364,150000.0
-121.94,37.26,21.0,3843.0,716.0,1850.0,705.0,4.6758,264200.0
-117.1,32.75,23.0,1858.0,551.0,1506.0,492.0,1.7446,85200.0
-121.98,37.8,16.0,2498.0,330.0,1027.0,343.0,8.155,343700.0
-122.24,37.76,52.0,2504.0,516.0,979.0,472.0,3.4762,244000.0
-118.29,33.96,39.0,1340.0,409.0,1463.0,367.0,1.5294,111400.0
-122.52,38.7,26.0,102.0,17.0,43.0,13.0,0.536,87500.0
-118.35,34.21,42.0,1073.0,220.0,804.0,226.0,3.75,172600.0
-121.69,36.8,19.0,2164.0,410.0,1309.0,426.0,3.338,185300.0
-118.23,34.65,17.0,1827.0,348.0,766.0,335.0,3.5673,136300.0
-118.43,34.23,35.0,2049.0,390.0,1286.0,385.0,4.4432,181500.0
-122.1,37.9,38.0,827.0,144.0,368.0,136.0,6.5095,294400.0
-118.29,34.02,21.0,1641.0,491.0,1526.0,453.0,2.0869999999999997,141300.0
-122.01,39.21,52.0,1989.0,392.0,985.0,396.0,2.5556,75800.0
-118.14,33.76,50.0,2960.0,761.0,1179.0,718.0,3.5214,398100.0
-118.41,34.28,32.0,2574.0,531.0,2609.0,472.0,3.7566,146700.0
-120.65,40.42,39.0,3240.0,652.0,1467.0,621.0,2.1875,64300.0
-117.29,33.06,20.0,2110.0,335.0,1008.0,325.0,6.1509,338700.0
-118.0,33.76,29.0,1982.0,503.0,1426.0,502.0,3.0263,194200.0
-119.22,34.27,30.0,1937.0,295.0,695.0,313.0,5.0679,234300.0
