longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-118.28,34.08,40.0,1630.0,543.0,1568.0,510.0,2.7366,169100.0
-122.08,37.64,36.0,786.0,133.0,463.0,160.0,3.9338,182700.0
-117.58,33.85,6.0,16431.0,2640.0,8222.0,2553.0,5.2861,195100.0
-122.25,37.8,42.0,4120.0,1065.0,1715.0,1015.0,2.9345,225000.0
-122.69,38.35,16.0,1689.0,254.0,921.0,270.0,4.4444,191800.0
-118.35,34.05,33.0,2880.0,836.0,1416.0,736.0,2.6781,328800.0
-121.84,39.73,52.0,857.0,232.0,520.0,198.0,0.987,112500.0
-117.17,32.82,24.0,1569.0,377.0,715.0,321.0,3.1146,187500.0
-122.74,38.45,25.0,2696.0,496.0,1296.0,514.0,4.0798,179200.0
-117.13,32.71,35.0,614.0,180.0,691.0,164.0,1.6953,81300.0
-118.32,34.01,50.0,1842.0,377.0,817.0,341.0,3.1548,157700.0
-121.96,36.97,23.0,4324.0,1034.0,1844.0,875.0,3.0777,263800.0
-120.82,37.5,21.0,2974.0,495.0,1313.0,461.0,4.4886,135400.0
-121.51,38.49,21.0,4426.0,790.0,1856.0,761.0,4.1,158300.0
-121.96,37.55,4.0,3746.0,993.0,1606.0,838.0,4.1387,162500.0
-121.63,36.65,44.0,309.0,121.0,315.0,80.0,1.6071,112500.0
-122.13,37.71,44.0,1613.0,339.0,776.0,346.0,3.1103,188900.0
-117.12,32.76,33.0,2279.0,591.0,1250.0,576.0,2.4297,139000.0
-118.04,33.83,19.0,4526.0,830.0,2318.0,748.0,4.6681,320700.0
-122.27,37.84,52.0,2436.0,541.0,1015.0,478.0,1.725,113900.0
-118.41,34.04,49.0,601.0,95.0,228.0,106.0,8.0239,500001.0
-119.3,34.39,35.0,3079.0,579.0,1807.0,589.0,4.69,199300.0
-117.42,33.98,16.0,10072.0,2043.0,5913.0,1909.0,3.0606,119500.0
-122.83,38.98,17.0,1383.0,347.0,719.0,296.0,1.6164,77800.0
-121.33,38.03,10.0,629.0,140.0,635.0,146.0,2.2961,126700.0
-118.19,33.78,29.0,1013.0,392.0,1083.0,316.0,1.8438,162500.0
-120.76,37.58,35.0,1395.0,264.0,756.0,253.0,3.6181,178600.0
-118.37,34.15,29.0,2630.0,617.0,1071.0,573.0,3.3669,376100.0
-118.31,34.19,27.0,4713.0,1169.0,2372.0,1077.0,3.7015,287900.0
-121.02,37.68,28.0,2875.0,560.0,1608.0,558.0,3.5489,106400.0
-117.08,32.91,9.0,1547.0,218.0,683.0,231.0,7.5604,327900.0
-118.0,34.15,43.0,2583.0,633.0,1544.0,617.0,2.5417,178300.0
-119.74,36.76,42.0,2093.0,470.0,1621.0,438.0,1.7994,58700.0
-119.61,36.31,25.0,1847.0,371.0,1460.0,353.0,1.8839,46300.0
-117.91,34.11,20.0,3158.0,684.0,2396.0,713.0,3.525,153000.0
-119.08,36.09,25.0,1880.0,339.0,1003.0,315.0,2.7298,103400.0
-118.39,34.09,41.0,730.0,126.0,230.0,125.0,4.3214,500001.0
-118.45,34.04,23.0,3771.0,1321.0,2031.0,1241.0,2.7679,277500.0
-120.55,38.45,17.0,2277.0,474.0,767.0,356.0,2.5208,99100.0
-120.66,39.72,15.0,3763.0,784.0,717.0,348.0,2.2019,130500.0
-118.42,34.25,36.0,1430.0,331.0,1502.0,312.0,3.6292,145200.0
-116.97,32.56,23.0,1262.0,294.0,5176.0,275.0,2.5625,153300.0
-121.18,37.96,35.0,411.0,74.0,193.0,59.0,2.5625,146900.0
-121.34,38.68,28.0,3379.0,552.0,1543.0,556.0,4.2743,124000.0
-122.08,37.61,26.0,2261.0,443.0,1039.0,395.0,3.7931,203900.0
-119.71,36.88,17.0,2236.0,315.0,992.0,312.0,6.9405,165200.0
-117.49,34.04,4.0,6034.0,1170.0,3527.0,1098.0,4.1775,143700.0
-121.96,37.33,26.0,3269.0,788.0,1427.0,696.0,4.2136,288300.0
-119.29,36.31,14.0,2382.0,377.0,1278.0,386.0,5.1896,101900.0
-118.37,34.14,23.0,1883.0,512.0,774.0,478.0,3.5096,396400.0
