longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-121.92,37.29,32.0,1260.0,199.0,560.0,207.0,6.5858,346700.0
-120.99,39.18,23.0,2550.0,457.0,1016.0,405.0,3.6607,153000.0
-117.12,32.58,26.0,1360.0,309.0,869.0,328.0,3.0217,131600.0
-122.01,37.98,34.0,1256.0,267.0,638.0,252.0,4.0507,161000.0
-117.66,34.07,36.0,2072.0,408.0,964.0,395.0,2.8702,137000.0
-118.07,33.92,36.0,1560.0,320.0,1348.0,314.0,3.622,174000.0
-117.96,33.65,21.0,2030.0,318.0,910.0,311.0,7.8453,343300.0
-117.92,34.06,35.0,2894.0,467.0,1420.0,479.0,5.184,224900.0
-120.71,35.5,12.0,3098.0,453.0,1433.0,434.0,5.2508,292900.0
-119.78,36.84,7.0,4907.0,1075.0,2014.0,909.0,3.2147,111900.0
-121.8,38.69,8.0,3544.0,691.0,2118.0,678.0,3.7477,122200.0
-118.04,33.96,42.0,1430.0,338.0,1269.0,321.0,3.3214,148800.0
-121.62,36.14,25.0,726.0,274.0,411.0,214.0,3.2375,450000.0
-122.02,38.02,44.0,1465.0,247.0,817.0,237.0,4.8693,156900.0
-117.81,33.74,24.0,2696.0,649.0,1908.0,626.0,3.3047,216900.0
-122.22,38.08,37.0,2811.0,,1574.0,516.0,3.1053,96700.0
-123.1,39.15,32.0,1143.0,208.0,454.0,188.0,3.8333,116100.0
-122.53,37.96,35.0,908.0,194.0,413.0,197.0,3.9917,290800.0
-121.92,37.29,35.0,2189.0,307.0,800.0,320.0,7.6659,426900.0
-121.29,37.98,42.0,625.0,143.0,533.0,159.0,2.625,65400.0
-118.29,33.92,34.0,1799.0,362.0,1293.0,355.0,3.6919999999999997,145200.0
-117.29,34.11,35.0,2014.0,677.0,1714.0,612.0,0.7075,78800.0
-117.23,33.24,26.0,1991.0,330.0,1014.0,304.0,4.3068,240100.0
-118.27,34.03,50.0,395.0,232.0,948.0,243.0,1.7546,175000.0
-117.25,33.36,6.0,3725.0,960.0,2833.0,915.0,2.3214,247000.0
-122.42,37.63,46.0,1811.0,337.0,796.0,333.0,3.43,292900.0
-121.3,38.58,19.0,2653.0,680.0,1419.0,579.0,2.3787,91300.0
-121.02,37.65,20.0,2973.0,620.0,1996.0,570.0,3.0645,106000.0
-118.31,34.05,35.0,1692.0,423.0,1578.0,406.0,2.5313,305800.0
-122.42,37.77,52.0,1086.0,349.0,589.0,361.0,2.5186,250000.0
-121.65,38.03,28.0,3144.0,694.0,1095.0,482.0,3.4402,192400.0
-117.05,32.68,19.0,1469.0,275.0,1010.0,292.0,3.5664,150400.0
-117.3,33.85,15.0,3991.0,751.0,2317.0,657.0,2.9542,127900.0
-121.76,36.92,46.0,947.0,257.0,1120.0,264.0,3.4125,160700.0
-117.34,34.08,33.0,4924.0,1007.0,3502.0,953.0,3.233,99400.0
-117.15,33.7,2.0,6305.0,1265.0,2489.0,1152.0,3.1319,111500.0
-118.23,34.0,35.0,167.0,60.0,267.0,55.0,1.5227,350000.0
-117.85,33.83,26.0,1904.0,292.0,945.0,303.0,5.6784,232400.0
-121.91,37.3,43.0,828.0,151.0,446.0,145.0,4.4375,327600.0
-117.24,33.05,15.0,3029.0,555.0,1559.0,546.0,5.3129,169200.0
-118.21,34.07,31.0,1453.0,404.0,1486.0,389.0,2.3859,153100.0
-118.46,34.18,35.0,1819.0,465.0,1336.0,419.0,3.4583,253200.0
-118.35,34.02,34.0,3978.0,1073.0,2725.0,1035.0,1.7622,167900.0
-120.91,37.73,31.0,840.0,154.0,429.0,150.0,2.4063,170200.0
-116.92,32.82,17.0,2492.0,494.0,1278.0,439.0,2.8875,155700.0
-116.95,32.82,12.0,5535.0,1434.0,3112.0,1262.0,2.5949,108300.0
-122.32,37.96,34.0,2070.0,357.0,784.0,294.0,4.0417,182800.0
-115.91,33.36,15.0,459.0,95.0,160.0,73.0,0.922,67500.0
-117.14,32.7,32.0,1280.0,353.0,1335.0,330.0,1.6023,77300.0
-117.04,34.0,21.0,4624.0,852.0,2174.0,812.0,3.5255,132100.0
