longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-118.19,34.03,31.0,525.0,136.0,627.0,145.0,2.6964,125000.0
-119.85,36.82,15.0,1387.0,236.0,638.0,195.0,5.5842,88900.0
-118.6,34.26,18.0,6154.0,1070.0,3010.0,1034.0,5.6392,271500.0
-118.39,34.06,39.0,3299.0,831.0,1649.0,759.0,3.3295,500001.0
-122.12,37.44,33.0,1509.0,303.0,748.0,268.0,4.875,373400.0
-118.38,34.05,40.0,2352.0,598.0,1133.0,563.0,3.238,287500.0
-121.66,36.69,6.0,10613.0,2485.0,7249.0,2375.0,3.7912,168900.0
-117.23,32.75,21.0,2050.0,608.0,1131.0,550.0,2.4779,165000.0
-118.19,34.04,40.0,1279.0,316.0,1438.0,329.0,2.1774,157600.0
-121.98,37.33,25.0,3223.0,612.0,1529.0,602.0,5.121,287600.0
-117.89,33.99,22.0,3272.0,618.0,1784.0,591.0,4.0324,211300.0
-122.05,37.38,24.0,2424.0,501.0,1367.0,507.0,4.072,364200.0
-122.06,37.6,18.0,1726.0,276.0,1186.0,310.0,5.3226,231700.0
-119.76,36.83,20.0,3214.0,446.0,1360.0,463.0,5.2595,110900.0
-121.07,38.66,22.0,1831.0,274.0,813.0,269.0,4.6394,173400.0
-121.47,38.58,52.0,2035.0,483.0,904.0,459.0,2.6976,109300.0
-122.32,37.56,44.0,537.0,173.0,355.0,194.0,2.8571,250000.0
-118.14,34.02,42.0,1384.0,458.0,1825.0,455.0,1.4178,145500.0
-121.27,38.31,17.0,1144.0,202.0,626.0,178.0,4.4107,151600.0
-122.62,38.73,21.0,1425.0,323.0,727.0,287.0,2.1474,85300.0
-122.06,37.34,20.0,3435.0,593.0,1293.0,553.0,6.7578,451400.0
-121.9,37.35,52.0,1034.0,239.0,531.0,223.0,2.7411,227100.0
-118.51,34.43,15.0,8510.0,1258.0,3733.0,1233.0,6.1082,253700.0
-117.86,33.85,17.0,1131.0,236.0,622.0,244.0,4.9306,158500.0
-121.29,37.93,24.0,1438.0,351.0,1294.0,342.0,2.7829,61800.0
-117.9,34.01,27.0,1702.0,381.0,2091.0,352.0,3.7917,131100.0
-121.68,36.67,26.0,5745.0,1017.0,2780.0,996.0,5.0,202300.0
-117.13,32.72,17.0,1285.0,423.0,1208.0,409.0,1.758,126600.0
-122.13,37.7,19.0,3516.0,710.0,1810.0,703.0,3.9032,218000.0
-117.79,33.77,21.0,4349.0,553.0,1680.0,519.0,6.9014,439000.0
-121.42,38.56,21.0,2066.0,748.0,2548.0,734.0,1.3571,55000.0
-117.28,32.84,41.0,1420.0,338.0,640.0,314.0,2.9306,360300.0
-122.0,37.86,18.0,8953.0,1074.0,3011.0,993.0,10.7372,500001.0
-118.28,34.1,49.0,2843.0,880.0,2004.0,796.0,2.7875,217300.0
-117.65,33.65,16.0,1538.0,260.0,835.0,259.0,5.5779,234800.0
-119.65,36.33,47.0,1059.0,268.0,693.0,241.0,1.3882,53800.0
-117.86,34.1,29.0,1185.0,197.0,588.0,196.0,5.0832,196900.0
-122.21,37.77,52.0,591.0,173.0,353.0,137.0,4.0904,80600.0
-117.97,33.75,26.0,3361.0,722.0,2709.0,648.0,3.9107,190700.0
-118.17,34.03,42.0,882.0,292.0,1248.0,281.0,2.761,120000.0
-123.36,39.4,21.0,1081.0,254.0,715.0,275.0,1.5625,71500.0
-122.72,40.17,16.0,396.0,78.0,188.0,72.0,1.3889,87500.0
-118.06,33.98,42.0,1342.0,243.0,615.0,208.0,5.4381,186900.0
-121.56,39.01,22.0,1891.0,340.0,1023.0,296.0,2.7303,99100.0
-118.37,33.84,35.0,1792.0,322.0,978.0,326.0,4.9583,342800.0
-122.26,37.85,52.0,3618.0,768.0,1508.0,755.0,3.2619,309600.0
-118.07,33.72,24.0,1240.0,296.0,513.0,254.0,4.9044,485000.0
-122.39,37.6,34.0,707.0,,381.0,156.0,4.375,340900.0
-121.83,38.0,15.0,6365.0,1646.0,3838.0,1458.0,2.5495,103600.0
-117.38,34.12,17.0,5959.0,1208.0,4115.0,1088.0,2.4053,105200.0
