longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-117.84,34.12,34.0,2026.0,345.0,1142.0,332.0,4.3919999999999995,187600.0
-117.89,33.66,32.0,2736.0,550.0,1279.0,534.0,5.5422,253100.0
-117.11,32.75,18.0,1943.0,587.0,1329.0,522.0,1.7696,103100.0
-118.24,34.16,52.0,1904.0,297.0,797.0,286.0,6.6603,380400.0
-121.9,36.58,31.0,1431.0,,704.0,393.0,3.1977,289300.0
-118.33,33.94,31.0,3757.0,1102.0,3288.0,964.0,1.9309,137500.0
-118.31,34.19,42.0,724.0,149.0,420.0,150.0,3.0625,361700.0
-118.35,34.04,45.0,1579.0,357.0,713.0,335.0,2.1711,179200.0
-117.92,33.85,44.0,1231.0,258.0,682.0,244.0,3.2344,170100.0
-119.73,36.74,14.0,6202.0,1551.0,5561.0,1435.0,1.6073,64700.0
-118.09,34.07,45.0,726.0,146.0,568.0,160.0,3.0347,183200.0
-121.99,36.98,19.0,5613.0,1321.0,3018.0,1268.0,3.1914,215600.0
-117.34,33.21,12.0,5963.0,1372.0,3015.0,1124.0,2.7386,216100.0
-122.34,37.95,44.0,1675.0,317.0,806.0,311.0,3.0694,135300.0
-117.17,32.71,39.0,311.0,181.0,206.0,113.0,0.7685,187500.0
-118.18,34.14,38.0,3039.0,487.0,1131.0,465.0,7.7116,360900.0
-117.48,33.98,20.0,2451.0,475.0,1785.0,456.0,3.3966,115000.0
-117.73,34.05,36.0,975.0,243.0,809.0,233.0,2.8929,118100.0
-118.16,33.97,39.0,1444.0,447.0,1890.0,416.0,2.1181,176600.0
-121.97,37.52,26.0,3761.0,623.0,1776.0,613.0,4.5317,232600.0
-122.35,40.54,17.0,2280.0,453.0,976.0,434.0,2.71,97800.0
-122.28,37.87,52.0,1813.0,353.0,828.0,339.0,3.5625,191700.0
-121.21,38.67,11.0,5500.0,956.0,2827.0,946.0,4.1071,145800.0
-122.34,37.97,19.0,2237.0,580.0,1438.0,551.0,2.3382,120700.0
-122.3,40.58,19.0,1043.0,204.0,505.0,183.0,1.6033,98800.0
-122.08,37.72,31.0,3866.0,531.0,1368.0,521.0,6.187,340400.0
-117.25,33.05,16.0,2794.0,476.0,1387.0,442.0,4.3286,213400.0
-117.31,34.02,18.0,1634.0,274.0,899.0,285.0,5.2139,129300.0
-122.51,37.91,2.0,647.0,136.0,203.0,118.0,6.641,310000.0
-121.42,38.49,17.0,13180.0,2444.0,7235.0,2335.0,3.363,103000.0
-122.43,37.78,29.0,1310.0,364.0,1009.0,379.0,1.3844,177500.0
-118.59,34.23,17.0,6592.0,1525.0,4459.0,1463.0,3.0347,254500.0
-121.48,38.55,52.0,2216.0,333.0,714.0,327.0,4.8603,191900.0
-121.88,37.4,9.0,6751.0,,4240.0,1438.0,5.34,257400.0
-118.26,34.13,25.0,3208.0,1111.0,2843.0,1005.0,2.6673,218100.0
-117.9,33.88,34.0,1396.0,245.0,661.0,261.0,4.675,215400.0
-119.82,36.32,18.0,942.0,193.0,424.0,174.0,2.0673,87500.0
-118.03,33.85,23.0,5495.0,1141.0,2873.0,1004.0,3.9156,224100.0
-116.52,32.9,18.0,4454.0,852.0,1754.0,656.0,4.57,189900.0
-121.35,38.59,29.0,1285.0,193.0,460.0,206.0,5.3243,265700.0
-122.42,37.76,52.0,2038.0,629.0,2007.0,596.0,2.5701,266700.0
-117.11,32.67,52.0,280.0,71.0,217.0,71.0,1.4844,83300.0
-122.1,37.4,23.0,1755.0,508.0,1374.0,506.0,4.3077,293500.0
-121.92,37.32,31.0,1902.0,554.0,1485.0,494.0,2.4207,165600.0
-121.3,39.0,16.0,3155.0,541.0,1630.0,540.0,4.0282,126400.0
-117.9,33.63,28.0,2370.0,352.0,832.0,347.0,7.1148,500001.0
-117.58,33.6,5.0,5348.0,659.0,1862.0,555.0,11.0567,495400.0
-117.99,33.94,30.0,2395.0,565.0,1214.0,521.0,3.7045,212300.0
-117.24,33.21,18.0,1846.0,419.0,1581.0,387.0,3.0982,111300.0
-117.89,33.73,32.0,728.0,134.0,837.0,135.0,4.0769,163900.0
