longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-118.36,34.04,34.0,3239.0,806.0,2331.0,765.0,2.0538,125800.0
-117.21,32.83,28.0,3241.0,533.0,1334.0,513.0,4.1806,199600.0
-122.18,37.74,46.0,2103.0,391.0,1339.0,354.0,2.2467,88900.0
-121.33,37.97,43.0,1511.0,292.0,721.0,320.0,3.5703,87400.0
-118.11,33.83,36.0,1820.0,313.0,899.0,295.0,4.918,225200.0
-115.55,32.79,23.0,1004.0,221.0,697.0,201.0,1.6351,59600.0
-122.73,38.43,15.0,3265.0,690.0,1629.0,629.0,3.7132,167600.0
-118.17,34.04,43.0,908.0,232.0,1005.0,224.0,1.75,134000.0
-121.38,38.41,10.0,3425.0,629.0,1538.0,587.0,4.45,138700.0
-118.36,33.89,34.0,760.0,174.0,723.0,198.0,5.3169,227600.0
-117.13,32.73,52.0,2676.0,557.0,1181.0,537.0,3.6058,213100.0
-119.82,36.76,46.0,2194.0,563.0,924.0,542.0,1.4028,68500.0
-117.05,32.75,29.0,2767.0,612.0,1437.0,587.0,2.8306,142900.0
-122.48,37.78,52.0,2666.0,515.0,1362.0,494.0,4.218,393800.0
-121.77,37.99,4.0,5623.0,780.0,2429.0,716.0,5.4409,205100.0
-118.58,34.24,26.0,3239.0,647.0,1529.0,590.0,3.2426,236900.0
-122.01,38.27,17.0,9089.0,1542.0,4758.0,1520.0,4.0619,126600.0
-118.36,33.99,35.0,3702.0,648.0,1449.0,614.0,5.3194,313700.0
-121.84,36.52,18.0,3165.0,533.0,1312.0,434.0,6.5234,357400.0
-119.69,36.75,13.0,2343.0,409.0,1347.0,405.0,4.0027,93100.0
-118.33,34.12,23.0,1894.0,416.0,769.0,392.0,6.0352,500001.0
-118.19,33.89,32.0,1696.0,438.0,1639.0,376.0,2.0357,107300.0
-122.24,37.46,36.0,4686.0,781.0,2254.0,845.0,6.1043,343500.0
-117.83,33.88,18.0,2112.0,340.0,1048.0,315.0,6.9308,231700.0
-121.79,37.69,25.0,6296.0,1082.0,3200.0,1047.0,4.5357,188400.0
-118.0,33.94,35.0,2603.0,482.0,1305.0,507.0,3.9543,214400.0
-120.62,38.39,15.0,3750.0,691.0,1444.0,603.0,2.7399,134800.0
-118.3,34.01,52.0,1908.0,428.0,1271.0,394.0,2.5885,136200.0
-118.1,33.88,18.0,8046.0,1221.0,4276.0,1228.0,6.5515,319600.0
-121.89,36.6,40.0,626.0,164.0,337.0,150.0,2.7917,225000.0
-117.9,33.61,19.0,2897.0,413.0,860.0,367.0,13.1738,500001.0
-117.26,32.81,37.0,1616.0,421.0,650.0,395.0,2.92,326500.0
-120.47,37.28,19.0,1548.0,319.0,1227.0,309.0,1.7756,73300.0
-117.65,34.03,15.0,4420.0,903.0,2373.0,858.0,3.449,149100.0
-118.08,33.91,36.0,1551.0,297.0,1100.0,322.0,5.1187,168100.0
-118.28,34.09,38.0,790.0,275.0,664.0,194.0,3.0357,175000.0
-118.56,34.19,36.0,2600.0,441.0,1246.0,426.0,4.1111,215600.0
-120.43,38.02,15.0,1613.0,299.0,655.0,251.0,3.6875,186000.0
-117.95,34.08,34.0,2278.0,476.0,1728.0,448.0,3.125,154100.0
-118.14,34.01,46.0,1746.0,447.0,1296.0,392.0,2.3929,156800.0
-121.33,38.03,19.0,1708.0,291.0,906.0,288.0,4.918,130600.0
-116.56,34.06,15.0,6928.0,1529.0,2568.0,1075.0,2.5405,69600.0
-118.08,33.78,30.0,2879.0,403.0,1109.0,414.0,6.9324,364700.0
-118.0,33.83,26.0,1718.0,385.0,1022.0,368.0,3.9333,196100.0
-122.5,37.92,32.0,2639.0,415.0,1013.0,408.0,6.1632,349200.0
-118.18,34.06,27.0,2025.0,565.0,2189.0,577.0,2.6083,148600.0
-117.15,32.72,52.0,344.0,177.0,460.0,147.0,1.2292,137500.0
-117.13,32.58,27.0,1417.0,373.0,814.0,348.0,2.3603,195300.0
-122.0,37.98,35.0,1192.0,201.0,535.0,172.0,4.9219,182000.0
-121.63,39.75,37.0,1296.0,296.0,569.0,257.0,1.8616,70500.0
