longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-117.91,33.64,29.0,1652.0,310.0,832.0,326.0,4.8098,325400.0
-117.27,33.93,2.0,337.0,55.0,115.0,49.0,3.1042,164800.0
-119.27,36.39,17.0,2076.0,350.0,998.0,340.0,4.3281,145700.0
-122.04,37.04,17.0,4977.0,994.0,1987.0,947.0,3.8854,312300.0
-121.94,37.0,32.0,2210.0,426.0,1082.0,396.0,4.1587,315200.0
-120.44,34.96,34.0,1248.0,284.0,986.0,272.0,2.9167,104200.0
-117.23,32.86,16.0,1200.0,468.0,648.0,443.0,3.045,100000.0
-117.73,33.61,17.0,2612.0,582.0,832.0,564.0,2.6759,120600.0
-118.35,33.94,35.0,1451.0,435.0,1888.0,420.0,2.8462,149100.0
-121.99,37.35,16.0,3249.0,947.0,1637.0,841.0,4.5427,198400.0
-121.08,37.69,19.0,6473.0,1212.0,3559.0,1123.0,3.2246,129300.0
-122.15,37.46,42.0,1995.0,412.0,794.0,374.0,5.6234,379600.0
-116.24,33.73,14.0,2774.0,566.0,1530.0,505.0,3.0682,104100.0
-118.27,33.86,29.0,2587.0,489.0,2115.0,475.0,3.7466,168600.0
-117.05,33.29,17.0,1800.0,312.0,891.0,281.0,7.0177,267600.0
-118.31,34.01,52.0,2547.0,475.0,1417.0,444.0,1.8214,123200.0
-118.43,34.03,45.0,1740.0,311.0,788.0,306.0,5.2099,373600.0
-117.26,33.02,9.0,4632.0,759.0,1724.0,685.0,6.3712,369800.0
-122.41,37.8,30.0,1821.0,738.0,1648.0,684.0,0.8836,450000.0
-117.23,32.73,35.0,2914.0,683.0,1562.0,638.0,2.5259,240200.0
-119.01,35.33,32.0,3068.0,628.0,1897.0,607.0,2.4234,63700.0
-118.35,33.97,26.0,1725.0,431.0,1130.0,404.0,3.2708,128100.0
-117.24,33.21,19.0,1872.0,489.0,1859.0,446.0,2.1875,121700.0
-117.69,33.65,16.0,5805.0,852.0,2356.0,795.0,6.1062,274600.0
-117.24,33.05,11.0,5827.0,882.0,2588.0,842.0,6.4027,344200.0
-122.32,37.56,26.0,2339.0,704.0,1283.0,654.0,3.162,415000.0
-122.3,37.54,39.0,4292.0,1097.0,1758.0,987.0,2.9405,340500.0
-117.75,34.01,4.0,22128.0,3522.0,10450.0,3258.0,6.1287,289600.0
-122.13,37.73,33.0,1996.0,268.0,686.0,270.0,6.9096,341800.0
-121.94,37.73,22.0,6719.0,1068.0,2843.0,994.0,6.1265,260300.0
-116.97,32.78,37.0,1255.0,238.0,671.0,278.0,3.7019,138600.0
-124.0,40.92,29.0,1429.0,,672.0,266.0,2.9485,98800.0
-119.81,36.83,10.0,5780.0,922.0,2712.0,883.0,5.6445,135500.0
-122.47,38.51,25.0,928.0,195.0,413.0,184.0,3.4904,196900.0
-118.75,34.17,16.0,2950.0,387.0,1228.0,379.0,5.3749,346100.0
-117.97,33.68,26.0,1616.0,292.0,700.0,241.0,5.5105,232100.0
-122.0,37.4,17.0,5121.0,1017.0,1470.0,968.0,2.9706,81300.0
-118.35,33.98,42.0,3081.0,680.0,1785.0,609.0,3.745,170800.0
-117.2,32.79,16.0,2079.0,394.0,746.0,383.0,5.0958,300000.0
-121.27,37.87,34.0,1010.0,206.0,678.0,234.0,2.9531,104000.0
-119.77,36.73,45.0,1081.0,241.0,821.0,230.0,1.7829,52600.0
-114.57,33.57,20.0,1454.0,326.0,624.0,262.0,1.925,65500.0
-117.09,32.7,15.0,869.0,217.0,887.0,216.0,1.4583,84200.0
-118.23,33.94,36.0,1110.0,,1417.0,302.0,2.3333,92100.0
-118.05,34.08,25.0,4909.0,1422.0,4983.0,1293.0,2.7254,143500.0
-118.42,34.19,33.0,3285.0,830.0,2281.0,786.0,2.6165,230800.0
-121.98,37.8,17.0,3354.0,422.0,1457.0,425.0,7.6473,345800.0
-121.95,37.35,36.0,832.0,211.0,545.0,211.0,3.2813,244400.0
-119.66,36.33,16.0,2048.0,373.0,1052.0,388.0,4.0909,92800.0
-117.99,33.92,27.0,5805.0,1152.0,3106.0,1144.0,4.061,222700.0
