longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-116.97,32.65,4.0,16450.0,2833.0,7985.0,2683.0,5.6631,233400.0
-121.41,38.64,38.0,1384.0,287.0,682.0,280.0,1.9167,64400.0
-117.65,33.48,6.0,1638.0,188.0,572.0,174.0,13.0502,500001.0
-118.28,34.09,49.0,3828.0,1197.0,2862.0,1009.0,2.4677,219200.0
-121.44,37.74,33.0,1875.0,363.0,970.0,381.0,3.5096,141700.0
-118.32,34.19,37.0,1519.0,331.0,613.0,315.0,3.0179,272500.0
-122.46,37.75,26.0,2192.0,438.0,954.0,456.0,4.5352,374200.0
-117.27,34.06,20.0,5258.0,1514.0,3780.0,1404.0,2.025,85700.0
-118.32,34.16,49.0,1074.0,170.0,403.0,208.0,6.2547,366700.0
-122.08,37.4,25.0,1750.0,341.0,999.0,319.0,5.806,308700.0
-116.72,33.56,13.0,3166.0,682.0,1250.0,475.0,2.355,122900.0
-117.99,34.07,31.0,1507.0,369.0,1548.0,347.0,3.4327,147200.0
-116.9,34.25,16.0,3018.0,523.0,556.0,244.0,3.5288,189700.0
-122.29,37.78,42.0,1241.0,309.0,821.0,300.0,1.9427,102200.0
-122.06,37.96,37.0,1784.0,313.0,788.0,304.0,4.2917,189600.0
-118.32,33.96,47.0,1297.0,292.0,704.0,264.0,3.3214,166500.0
-121.06,37.18,30.0,2603.0,507.0,1491.0,473.0,3.0909,123400.0
-117.72,33.62,21.0,2322.0,518.0,662.0,457.0,3.1679,110000.0
-118.26,34.12,52.0,1942.0,476.0,1375.0,477.0,2.7348,209100.0
-122.46,37.78,52.0,2594.0,622.0,1421.0,593.0,3.0265,350000.0
-118.17,33.79,32.0,2171.0,672.0,3002.0,648.0,2.375,139700.0
-118.29,34.03,42.0,1680.0,557.0,2099.0,526.0,1.9167,136400.0
-122.04,37.5,17.0,407.0,97.0,307.0,100.0,3.1696,156300.0
-118.42,34.16,46.0,54.0,9.0,20.0,6.0,0.536,375000.0
-122.0,37.36,25.0,3534.0,949.0,1880.0,849.0,3.4238,337000.0
-117.93,33.76,17.0,3341.0,803.0,3381.0,825.0,3.3710000000000004,161800.0
-117.75,33.61,17.0,2499.0,566.0,781.0,522.0,3.1779,186500.0
-117.85,34.0,26.0,2712.0,402.0,1389.0,377.0,5.6513,227900.0
-122.25,37.79,51.0,175.0,43.0,228.0,55.0,2.1,75000.0
-122.42,37.74,52.0,2084.0,550.0,1438.0,516.0,2.3087,258600.0
-120.55,38.46,16.0,1443.0,249.0,435.0,181.0,3.2031,129200.0
-120.25,37.93,13.0,493.0,76.0,196.0,68.0,3.375,134100.0
-117.63,34.1,15.0,4799.0,1209.0,2554.0,1057.0,2.6582,122800.0
-122.49,37.67,29.0,3795.0,675.0,2494.0,696.0,5.2848,260300.0
-118.42,33.78,36.0,2093.0,303.0,802.0,300.0,8.0957,500001.0
-118.29,34.18,10.0,4292.0,1075.0,2719.0,987.0,3.6974,286600.0
-119.44,36.61,17.0,1531.0,280.0,775.0,246.0,3.9073,91600.0
-118.05,33.94,34.0,495.0,120.0,527.0,130.0,1.9453,149000.0
-117.72,33.61,26.0,2033.0,463.0,618.0,450.0,2.5685,80400.0
-118.1,34.13,47.0,2234.0,276.0,749.0,260.0,15.0001,500001.0
-118.49,34.07,36.0,2929.0,366.0,1054.0,352.0,13.5728,500001.0
-117.93,33.63,10.0,2766.0,732.0,1332.0,646.0,4.6161,226300.0
-122.13,37.67,38.0,2012.0,347.0,880.0,332.0,3.1734,181600.0
-118.33,34.27,29.0,3034.0,732.0,1776.0,702.0,3.1349,230200.0
-122.48,37.85,42.0,6297.0,1307.0,2096.0,1205.0,6.4752,500001.0
-118.36,33.85,34.0,1086.0,197.0,509.0,158.0,6.1133,349300.0
-117.83,33.8,30.0,4713.0,758.0,2271.0,730.0,5.8622,221000.0
-117.13,32.91,15.0,1450.0,266.0,747.0,290.0,3.6111,196300.0
-117.99,33.88,15.0,2298.0,567.0,1261.0,527.0,4.2422,159400.0
-117.55,34.14,3.0,5710.0,919.0,2874.0,886.0,5.3638,206300.0
