longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-122.43,37.74,52.0,1514.0,314.0,724.0,301.0,5.3292,300900.0
-122.05,37.89,37.0,1677.0,269.0,689.0,283.0,4.2625,310600.0
-117.97,33.78,35.0,3148.0,597.0,2110.0,587.0,3.9479,203800.0
-122.3,37.86,50.0,499.0,127.0,287.0,128.0,2.75,140600.0
-118.08,34.13,28.0,4465.0,985.0,2273.0,949.0,3.5671,228500.0
-118.87,34.18,21.0,5661.0,1369.0,3188.0,1308.0,3.4676,212800.0
-118.38,34.16,46.0,2609.0,593.0,1055.0,585.0,3.3177,309400.0
-119.05,34.4,50.0,1236.0,282.0,1079.0,257.0,2.6991,181300.0
-118.11,34.06,16.0,2416.0,565.0,1750.0,514.0,2.8229,163700.0
-122.73,38.46,14.0,2324.0,754.0,1026.0,677.0,1.722,150000.0
-118.35,33.91,31.0,2583.0,663.0,1675.0,612.0,3.5234,265000.0
-121.28,38.61,23.0,2547.0,504.0,1235.0,469.0,2.4722,103300.0
-118.19,34.04,45.0,963.0,234.0,1194.0,239.0,2.1806,134900.0
-122.45,38.28,20.0,3306.0,503.0,1374.0,460.0,5.7984,297600.0
-122.18,37.76,52.0,754.0,175.0,447.0,165.0,3.9063,93800.0
-119.76,36.77,36.0,2507.0,466.0,1227.0,474.0,2.785,72300.0
-117.51,34.41,5.0,2884.0,567.0,1396.0,465.0,3.7361,119600.0
-122.0,37.28,32.0,2782.0,495.0,1092.0,455.0,5.4103,335900.0
-122.99,39.02,14.0,1582.0,301.0,851.0,273.0,3.45,164100.0
-121.98,37.24,35.0,3574.0,485.0,1325.0,476.0,8.5425,500001.0
-118.37,34.09,24.0,630.0,172.0,257.0,147.0,5.5224,400000.0
-118.09,33.97,39.0,1473.0,297.0,1108.0,294.0,4.1389,166000.0
-120.62,37.36,15.0,3455.0,729.0,2014.0,659.0,3.2656,83500.0
-122.5,37.77,52.0,2739.0,569.0,1312.0,531.0,3.5833,322900.0
-117.08,33.04,10.0,2577.0,347.0,1193.0,365.0,6.53,264100.0
-118.01,33.78,19.0,2648.0,478.0,1160.0,452.0,5.9357,207400.0
-121.3,38.63,31.0,1817.0,372.0,992.0,339.0,3.0972,150000.0
-117.23,32.88,18.0,5566.0,1465.0,6303.0,1458.0,1.858,205000.0
-122.48,38.3,17.0,2703.0,550.0,1241.0,515.0,2.6519999999999997,171300.0
-121.94,37.83,11.0,2836.0,373.0,959.0,335.0,10.5815,500001.0
-118.38,33.77,21.0,11353.0,1537.0,4649.0,1504.0,9.821,500001.0
-122.65,38.23,52.0,1735.0,347.0,712.0,343.0,3.1711,200800.0
-121.77,38.67,45.0,2438.0,462.0,1415.0,510.0,2.8351,107200.0
-117.25,32.75,32.0,3551.0,1037.0,1731.0,935.0,2.2017,208300.0
-117.05,32.56,17.0,985.0,233.0,811.0,223.0,2.875,134500.0
-122.64,38.95,28.0,1503.0,370.0,522.0,268.0,1.2029,68900.0
-118.2,33.92,45.0,1283.0,,1025.0,248.0,3.2798,141200.0
-118.27,34.09,52.0,3225.0,763.0,1559.0,710.0,3.9674,268800.0
-117.35,34.17,28.0,1905.0,372.0,1480.0,341.0,2.9844,79200.0
-118.29,34.09,29.0,2240.0,792.0,2254.0,739.0,2.3317,172500.0
-117.69,34.06,25.0,1881.0,433.0,1337.0,417.0,2.5536,144000.0
-118.1,33.79,35.0,2370.0,379.0,996.0,380.0,5.7368,287200.0
-118.16,34.01,37.0,690.0,261.0,952.0,255.0,1.6354,158900.0
-118.44,34.26,28.0,1077.0,288.0,1377.0,293.0,3.9167,153900.0
-117.12,33.52,4.0,30401.0,4957.0,13251.0,4339.0,4.5841,212300.0
-122.73,38.26,35.0,3941.0,645.0,1668.0,620.0,4.385,317700.0
-118.94,35.37,23.0,1106.0,252.0,790.0,230.0,1.8523,59700.0
-117.89,34.09,37.0,1055.0,280.0,538.0,206.0,2.4167,181300.0
-118.17,33.77,36.0,2933.0,881.0,2077.0,838.0,2.2538,181300.0
-118.44,34.3,38.0,1595.0,314.0,1181.0,327.0,3.4,155500.0
