longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-117.18,32.82,25.0,1756.0,301.0,722.0,312.0,4.5625,162300.0
-118.34,33.8,34.0,1730.0,427.0,1008.0,393.0,3.9408,327700.0
-118.12,34.09,25.0,4870.0,1371.0,3518.0,1296.0,3.2307,188400.0
-120.87,37.6,32.0,4579.0,914.0,2742.0,856.0,2.6619,86200.0
-118.31,34.02,41.0,1046.0,216.0,727.0,201.0,1.6667,116900.0
-122.03,37.54,16.0,4458.0,856.0,3038.0,870.0,5.0739,208000.0
-122.27,38.29,36.0,1446.0,306.0,678.0,295.0,2.8409,153000.0
-122.29,37.97,20.0,3426.0,632.0,1512.0,580.0,4.4911,227400.0
-118.25,34.12,11.0,1281.0,418.0,1584.0,330.0,2.8889,153100.0
-121.4,36.38,39.0,2288.0,529.0,1449.0,410.0,3.3289,190600.0
-118.25,33.84,19.0,1731.0,420.0,1032.0,364.0,3.8125,208100.0
-118.25,34.23,34.0,2421.0,475.0,1232.0,454.0,4.6852,296200.0
-118.3,34.18,5.0,5492.0,1549.0,2997.0,1405.0,3.3205,172100.0
-117.76,33.81,2.0,582.0,70.0,199.0,64.0,7.1193,500001.0
-121.4,37.74,20.0,2706.0,477.0,1236.0,474.0,4.15,322400.0
-121.53,39.08,15.0,1810.0,441.0,1157.0,375.0,2.0469,55100.0
-117.87,33.87,7.0,2663.0,642.0,1367.0,677.0,4.6563,162400.0
-118.52,34.01,25.0,2757.0,738.0,1014.0,633.0,3.1433,500001.0
-121.88,38.01,9.0,5329.0,1284.0,2827.0,1202.0,2.7374,150000.0
-118.17,33.84,29.0,4716.0,1372.0,2515.0,1272.0,2.7260000000000004,208700.0
-115.54,32.99,23.0,1459.0,373.0,1148.0,388.0,1.5372,69400.0
-117.22,33.9,8.0,8302.0,1461.0,5155.0,1370.0,4.0467,121500.0
-118.46,34.04,31.0,2621.0,707.0,1632.0,673.0,3.287,348100.0
-117.42,34.13,4.0,11587.0,1796.0,5804.0,1705.0,4.8283,141900.0
-122.2,37.77,49.0,2272.0,498.0,1621.0,483.0,2.4338,102400.0
-118.16,35.05,44.0,1297.0,307.0,776.0,278.0,2.5875,68900.0
-118.2,33.99,31.0,1186.0,387.0,2087.0,409.0,1.9132,154600.0
-117.13,32.79,35.0,1458.0,262.0,723.0,257.0,4.2098,174100.0
-118.27,33.94,30.0,1041.0,275.0,877.0,270.0,1.5268,91600.0
-118.34,33.84,36.0,1561.0,252.0,740.0,253.0,6.2778,309700.0
-118.02,33.81,34.0,3482.0,614.0,2227.0,641.0,5.1155,200900.0
-122.07,38.26,15.0,1173.0,146.0,450.0,154.0,6.0487,197700.0
-121.31,37.81,36.0,284.0,53.0,130.0,47.0,3.1429,179200.0
-119.04,36.07,17.0,2623.0,659.0,1912.0,618.0,1.5893,52000.0
-121.9,37.46,29.0,2385.0,513.0,1788.0,510.0,3.8421,220700.0
-118.34,33.99,48.0,2009.0,335.0,919.0,297.0,4.8125,170500.0
-119.45,37.21,17.0,3538.0,726.0,1603.0,629.0,2.9449,95600.0
-117.28,34.15,38.0,1981.0,343.0,796.0,344.0,3.8125,97400.0
-116.99,34.89,24.0,2741.0,577.0,1551.0,522.0,3.4739999999999998,70500.0
-122.31,37.91,45.0,3924.0,834.0,1992.0,773.0,4.1146,177800.0
-118.03,33.93,22.0,3382.0,800.0,2688.0,784.0,3.875,164700.0
-121.84,38.65,29.0,3167.0,548.0,1554.0,534.0,4.3487,200700.0
-117.87,34.09,36.0,1267.0,191.0,640.0,200.0,5.2405,220000.0
-118.14,34.04,43.0,1949.0,464.0,1216.0,457.0,3.3214,209300.0
-121.48,38.57,47.0,2438.0,804.0,1148.0,747.0,1.4301,141700.0
-122.06,37.94,19.0,4005.0,972.0,1896.0,893.0,2.5268,235700.0
-118.22,34.67,28.0,2357.0,408.0,1162.0,384.0,4.3636,179700.0
-117.54,33.76,5.0,5846.0,1035.0,3258.0,1001.0,4.7965,160800.0
-118.15,33.88,24.0,4232.0,1092.0,2688.0,1035.0,2.52,146000.0
-121.18,41.31,22.0,2124.0,432.0,829.0,313.0,2.4519,57500.0
