longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-121.25,36.32,12.0,4776.0,1082.0,4601.0,1066.0,2.9184,100500.0
-118.99,35.36,18.0,1524.0,354.0,1210.0,344.0,1.1136,47800.0
-118.39,33.86,24.0,2386.0,582.0,1152.0,568.0,4.8971,400700.0
-122.24,37.49,38.0,4105.0,950.0,2561.0,909.0,3.8684,265600.0
-121.97,37.57,21.0,4342.0,783.0,2172.0,789.0,4.6146,247600.0
-118.35,34.06,48.0,3551.0,826.0,1601.0,827.0,3.2279,400000.0
-123.24,39.81,25.0,1435.0,304.0,746.0,259.0,1.7788,57900.0
-116.99,32.74,17.0,3101.0,547.0,1410.0,486.0,3.1771,189900.0
-122.11,37.99,16.0,3913.0,710.0,1782.0,676.0,5.1297,206700.0
-118.21,34.03,52.0,497.0,132.0,547.0,121.0,2.2083,146300.0
-118.18,33.9,32.0,1452.0,365.0,1888.0,366.0,3.5461,146400.0
-119.81,36.6,24.0,2246.0,462.0,1291.0,394.0,2.4006,76400.0
-117.21,33.13,15.0,1889.0,368.0,754.0,409.0,2.2278,132800.0
-116.36,33.78,6.0,24121.0,4522.0,4176.0,2221.0,3.3799,239300.0
-118.18,33.85,38.0,3596.0,862.0,2416.0,832.0,3.6897,169800.0
-118.94,35.37,37.0,1667.0,362.0,971.0,335.0,2.875,57400.0
-118.3,34.09,32.0,2202.0,674.0,2178.0,635.0,2.0307,226700.0
-119.94,37.04,14.0,1636.0,253.0,766.0,225.0,3.125,88500.0
-121.89,37.66,3.0,1565.0,464.0,769.0,461.0,2.1187,231300.0
-122.08,37.95,33.0,1043.0,157.0,425.0,148.0,4.8702,235600.0
-121.48,38.56,44.0,1151.0,263.0,518.0,258.0,2.0089,113600.0
-117.34,33.46,14.0,1902.0,338.0,848.0,304.0,5.5395,273300.0
-121.46,39.4,17.0,3659.0,735.0,1970.0,667.0,2.425,96200.0
-118.12,34.69,17.0,2479.0,390.0,1219.0,363.0,4.6417,125700.0
-118.3,34.07,28.0,5221.0,2530.0,5840.0,2374.0,1.8829,300000.0
-117.06,32.58,17.0,2724.0,567.0,2213.0,554.0,3.8529,147700.0
-121.91,37.23,27.0,4866.0,668.0,1956.0,659.0,7.3843,405000.0
-120.32,37.29,9.0,695.0,188.0,810.0,190.0,1.6172,56300.0
-120.68,35.26,26.0,1704.0,315.0,918.0,310.0,3.2464,208000.0
-121.99,37.53,25.0,5405.0,939.0,2831.0,923.0,5.0423,222200.0
-121.81,37.27,20.0,3244.0,520.0,1769.0,469.0,5.9214,224000.0
-116.38,33.73,10.0,11836.0,2405.0,3811.0,1570.0,4.0079,134500.0
-122.29,37.89,52.0,979.0,175.0,374.0,153.0,5.1675,270600.0
-118.34,33.86,35.0,1936.0,343.0,1008.0,346.0,5.4791,285900.0
-117.96,34.08,39.0,1076.0,338.0,1242.0,332.0,2.2679,151800.0
-123.17,39.15,30.0,1904.0,331.0,816.0,325.0,4.425,161900.0
-122.56,37.98,36.0,2649.0,542.0,1111.0,557.0,4.8056,345700.0
-117.14,33.15,16.0,1129.0,198.0,758.0,178.0,5.0346,174600.0
-121.97,38.34,11.0,1500.0,319.0,899.0,304.0,4.5568,127200.0
-122.41,37.79,52.0,3302.0,869.0,1178.0,727.0,3.3681,500001.0
-117.19,34.06,37.0,1467.0,348.0,1316.0,339.0,1.4480000000000002,72800.0
-121.92,37.45,10.0,3937.0,1054.0,2032.0,1002.0,3.2617,252200.0
-117.91,33.87,52.0,2031.0,506.0,1191.0,463.0,2.9076,177300.0
-118.46,34.01,46.0,1379.0,239.0,688.0,269.0,6.8901,500001.0
-122.42,38.31,18.0,1479.0,246.0,550.0,217.0,4.7356,333300.0
-117.32,33.22,15.0,4784.0,1039.0,1810.0,986.0,2.4375,108900.0
-121.4,36.85,50.0,2666.0,613.0,1768.0,555.0,2.6598,157300.0
-118.36,34.03,40.0,2323.0,661.0,1847.0,614.0,1.8316,113500.0
-122.25,37.8,43.0,2344.0,647.0,1710.0,644.0,1.6504,151800.0
-122.02,37.26,24.0,2411.0,299.0,847.0,299.0,10.2666,500001.0
