longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-121.23,37.81,15.0,2906.0,537.0,1886.0,557.0,4.2431,137100.0
-121.2,38.66,17.0,1605.0,217.0,732.0,241.0,5.47,204800.0
-118.14,33.84,36.0,3002.0,484.0,1322.0,471.0,4.933,228900.0
-118.11,33.9,35.0,1323.0,269.0,1084.0,240.0,5.0753,178000.0
-122.27,37.88,52.0,2803.0,930.0,1372.0,876.0,2.1907,271400.0
-117.18,33.02,15.0,3540.0,453.0,1364.0,425.0,13.6623,500001.0
-118.24,34.15,20.0,2734.0,658.0,1562.0,607.0,3.3906,284100.0
-122.5,37.76,43.0,2108.0,456.0,1299.0,447.0,3.1406,316200.0
-122.03,37.87,21.0,3521.0,447.0,1396.0,467.0,8.2673,358700.0
-121.88,37.68,23.0,2234.0,270.0,854.0,286.0,7.332999999999999,337200.0
-121.36,38.6,35.0,1930.0,328.0,805.0,338.0,4.4643,133000.0
-118.11,34.06,32.0,1273.0,344.0,1148.0,368.0,2.1061,214700.0
-121.78,38.69,31.0,2547.0,535.0,1579.0,509.0,2.6774,95800.0
-118.39,33.97,43.0,2700.0,510.0,1146.0,506.0,5.1333,345900.0
-122.36,37.95,38.0,1066.0,248.0,729.0,286.0,1.5139,81700.0
-117.31,33.0,30.0,1631.0,310.0,665.0,297.0,6.8443,492500.0
-116.98,32.79,32.0,3756.0,662.0,1611.0,598.0,3.8667,189700.0
-118.47,35.72,18.0,4754.0,1075.0,1366.0,690.0,2.0694,81200.0
-122.07,37.66,28.0,2280.0,610.0,1255.0,587.0,2.6719,161200.0
-119.77,34.44,24.0,5652.0,1313.0,2312.0,1294.0,2.4717,295300.0
-119.18,34.21,30.0,1096.0,231.0,741.0,229.0,3.8625,234700.0
-118.29,34.0,6.0,1487.0,468.0,1509.0,403.0,1.4639,112500.0
-121.89,37.32,41.0,977.0,265.0,865.0,253.0,3.2317,184800.0
-119.8,36.72,43.0,1286.0,360.0,972.0,345.0,0.9513,50400.0
-117.21,32.8,19.0,786.0,282.0,525.0,229.0,1.7273,137500.0
-122.04,36.97,49.0,792.0,136.0,331.0,137.0,5.2128,238600.0
-118.25,33.93,27.0,581.0,135.0,647.0,131.0,3.2917,83100.0
-117.88,33.89,16.0,959.0,176.0,353.0,185.0,4.5,173300.0
-122.4,40.51,20.0,1750.0,352.0,834.0,340.0,2.485,100600.0
-122.22,37.8,52.0,2183.0,465.0,1129.0,460.0,3.2632,227700.0
-121.35,38.61,25.0,4916.0,1243.0,2140.0,1136.0,2.5511,134100.0
-117.1,32.67,26.0,2629.0,763.0,2721.0,767.0,2.0982,109100.0
-121.44,38.71,25.0,2336.0,406.0,1172.0,408.0,3.5129,101200.0
-118.16,34.02,44.0,1218.0,374.0,1175.0,342.0,1.9688,173900.0
-118.14,34.04,40.0,1966.0,391.0,1120.0,362.0,3.7109,198800.0
-119.74,34.44,27.0,1251.0,282.0,503.0,283.0,2.8,353000.0
-121.97,37.96,28.0,1433.0,290.0,877.0,313.0,4.7891,184800.0
-120.43,34.69,33.0,2054.0,373.0,1067.0,358.0,3.6023,128300.0
-121.03,37.69,5.0,4034.0,771.0,1967.0,742.0,3.8065,146000.0
-117.33,33.16,29.0,3559.0,552.0,1533.0,545.0,4.0585,245500.0
-117.98,34.04,29.0,1468.0,310.0,1390.0,276.0,3.75,190600.0
-122.17,37.73,43.0,1473.0,371.0,1231.0,341.0,2.1587,86500.0
-117.74,33.89,4.0,37937.0,5471.0,16122.0,5189.0,7.4947,366300.0
-121.3,38.71,17.0,5434.0,1106.0,2755.0,1047.0,2.8226,99900.0
-118.21,33.89,45.0,1211.0,234.0,1128.0,261.0,3.4792,110700.0
-121.13,37.73,40.0,1126.0,220.0,667.0,235.0,3.3158,125900.0
-122.3,38.29,20.0,1789.0,434.0,1113.0,398.0,2.4728,139700.0
-117.21,32.87,12.0,1428.0,303.0,528.0,269.0,4.1429,254400.0
-122.33,40.48,26.0,695.0,126.0,319.0,124.0,3.2788,101600.0
-122.11,37.64,31.0,1487.0,280.0,854.0,301.0,5.2312,197600.0
